Date;Type;HomeTeam;HomePTS;AwayTeam;AwayPTS
11/04/2018;Regular;NOP;122;SAS;98
11/04/2018;Regular;OKC;137;MEM;123
11/04/2018;Regular;ORL;101;WAS;92
11/04/2018;Regular;PHI;130;MIL;95
11/04/2018;Regular;LAC;100;LAL;115
11/04/2018;Regular;POR;102;UTA;93
11/04/2018;Regular;SAC;96;HOU;83
14/04/2018;Playoffs;GSW;113;SAS;92
14/04/2018;Playoffs;TOR;114;WAS;106
14/04/2018;Playoffs;PHI;130;MIA;103
14/04/2018;Playoffs;POR;95;NOP;97
15/04/2018;Playoffs;BOS;113;MIL;107
15/04/2018;Playoffs;CLE;80;IND;98
15/04/2018;Playoffs;OKC;116;UTA;108
15/04/2018;Playoffs;HOU;104;MIN;101
16/04/2018;Playoffs;PHI;103;MIA;113
16/04/2018;Playoffs;GSW;116;SAS;101
17/04/2018;Playoffs;TOR;130;WAS;119
17/04/2018;Playoffs;BOS;120;MIL;106
17/04/2018;Playoffs;POR;102;NOP;111
18/04/2018;Playoffs;CLE;100;IND;97
18/04/2018;Playoffs;OKC;95;UTA;102
18/04/2018;Playoffs;HOU;102;MIN;82
19/04/2018;Playoffs;MIA;108;PHI;128
19/04/2018;Playoffs;NOP;119;POR;102
19/04/2018;Playoffs;SAS;97;GSW;110
20/04/2018;Playoffs;IND;92;CLE;90
20/04/2018;Playoffs;WAS;122;TOR;103
20/04/2018;Playoffs;MIL;116;BOS;92
21/04/2018;Playoffs;MIA;102;PHI;106
21/04/2018;Playoffs;NOP;131;POR;123
21/04/2018;Playoffs;MIN;121;HOU;105
21/04/2018;Playoffs;UTA;115;OKC;102
22/04/2018;Playoffs;MIL;104;BOS;102
22/04/2018;Playoffs;SAS;103;GSW;90
22/04/2018;Playoffs;WAS;106;TOR;98
22/04/2018;Playoffs;IND;100;CLE;104
23/04/2018;Playoffs;MIN;100;HOU;119
23/04/2018;Playoffs;UTA;113;OKC;96
24/04/2018;Playoffs;BOS;92;MIL;87
24/04/2018;Playoffs;PHI;104;MIA;91
24/04/2018;Playoffs;GSW;99;SAS;91
25/04/2018;Playoffs;CLE;98;IND;95
25/04/2018;Playoffs;TOR;108;WAS;98
25/04/2018;Playoffs;HOU;122;MIN;104
25/04/2018;Playoffs;OKC;107;UTA;99
26/04/2018;Playoffs;MIL;97;BOS;86
27/04/2018;Playoffs;WAS;92;TOR;102
27/04/2018;Playoffs;IND;121;CLE;87
27/04/2018;Playoffs;UTA;96;OKC;91
28/04/2018;Playoffs;BOS;112;MIL;96
28/04/2018;Playoffs;GSW;123;NOP;101
29/04/2018;Playoffs;CLE;105;IND;101
29/04/2018;Playoffs;HOU;110;UTA;96
30/04/2018;Playoffs;BOS;117;PHI;101
01/05/2018;Playoffs;TOR;112;CLE;113
01/05/2018;Playoffs;GSW;121;NOP;116
02/05/2018;Playoffs;HOU;108;UTA;116
03/05/2018;Playoffs;TOR;110;CLE;128
03/05/2018;Playoffs;BOS;108;PHI;103
04/05/2018;Playoffs;NOP;119;GSW;100
04/05/2018;Playoffs;UTA;92;HOU;113
05/05/2018;Playoffs;PHI;98;BOS;101
05/05/2018;Playoffs;CLE;105;TOR;103
06/05/2018;Playoffs;NOP;92;GSW;118
06/05/2018;Playoffs;UTA;87;HOU;100
07/05/2018;Playoffs;PHI;103;BOS;92
07/05/2018;Playoffs;CLE;128;TOR;93
08/05/2018;Playoffs;HOU;112;UTA;102
08/05/2018;Playoffs;GSW;113;NOP;104
09/05/2018;Playoffs;BOS;114;PHI;112
13/05/2018;Playoffs;BOS;108;CLE;83
14/05/2018;Playoffs;HOU;106;GSW;119
15/05/2018;Playoffs;BOS;107;CLE;94
16/05/2018;Playoffs;HOU;127;GSW;105
19/05/2018;Playoffs;CLE;116;BOS;86
20/05/2018;Playoffs;GSW;126;HOU;85
21/05/2018;Playoffs;CLE;111;BOS;102
22/05/2018;Playoffs;GSW;92;HOU;95
23/05/2018;Playoffs;BOS;96;CLE;83
24/05/2018;Playoffs;HOU;98;GSW;94
25/05/2018;Playoffs;CLE;109;BOS;99
26/05/2018;Playoffs;GSW;115;HOU;86
27/05/2018;Playoffs;BOS;79;CLE;87
28/05/2018;Playoffs;HOU;92;GSW;101
31/05/2018;Playoffs;GSW;124;CLE;114
03/06/2018;Playoffs;GSW;122;CLE;103
06/06/2018;Playoffs;CLE;102;GSW;110
08/06/2018;Playoffs;CLE;85;GSW;108
