Date;Year;Home;Away;HG;AG
05/08/2007;2007;Juventude;Atlético Mineiro;1;2
05/08/2007;2007;Vasco;Figueirense;2;2
05/08/2007;2007;Paraná;Botafogo;0;0
05/08/2007;2007;Grêmio;São Paulo;0;2
09/08/2007;2007;Cruzeiro;Sport;2;0
09/08/2007;2007;Juventude;Fluminense;0;0
09/08/2007;2007;Náutico;Figueirense;4;2
09/08/2007;2007;Botafogo;São Paulo;0;2
09/08/2007;2007;Athletico;Flamengo;2;0
09/08/2007;2007;Goiás;Atlético Mineiro;3;2
10/08/2007;2007;Vasco;Corinthians;2;0
10/08/2007;2007;Grêmio;América-RN;3;0
10/08/2007;2007;Palmeiras;Internacional;1;1
10/08/2007;2007;Santos;Paraná;2;0
11/08/2007;2007;Sport;Juventude;3;0
11/08/2007;2007;São Paulo;Athletico;2;0
11/08/2007;2007;Flamengo;Náutico;2;1
12/08/2007;2007;Corinthians;Grêmio;2;1
12/08/2007;2007;Atlético Mineiro;Palmeiras;1;2
12/08/2007;2007;Figueirense;Botafogo;1;1
12/08/2007;2007;Internacional;Goiás;1;0
12/08/2007;2007;América-RN;Cruzeiro;1;2
12/08/2007;2007;Paraná;Vasco;0;0
12/08/2007;2007;Fluminense;Santos;3;0
16/08/2007;2007;Botafogo;Corinthians;2;3
17/08/2007;2007;Fluminense;Flamengo;0;1
18/08/2007;2007;Athletico;Figueirense;1;1
18/08/2007;2007;Santos;Sport;2;0
18/08/2007;2007;Grêmio;Paraná;2;0
19/08/2007;2007;Palmeiras;Flamengo;2;1
19/08/2007;2007;Náutico;Atlético Mineiro;0;1
19/08/2007;2007;Juventude;Corinthians;2;2
19/08/2007;2007;Vasco;América-RN;2;0
19/08/2007;2007;Goiás;São Paulo;0;0
19/08/2007;2007;Botafogo;Internacional;1;1
19/08/2007;2007;Cruzeiro;Fluminense;4;2
24/08/2007;2007;Flamengo;Juventude;4;0
25/08/2007;2007;Corinthians;Cruzeiro;0;3
25/08/2007;2007;Fluminense;Grêmio;1;1
25/08/2007;2007;Internacional;Athletico;1;0
26/08/2007;2007;Paraná;Juventude;3;1
26/08/2007;2007;Atlético Mineiro;Botafogo;1;2
26/08/2007;2007;São Paulo;Náutico;5;0
26/08/2007;2007;Figueirense;Palmeiras;1;2
26/08/2007;2007;América-RN;Santos;1;4
26/08/2007;2007;Sport;Vasco;0;0
26/08/2007;2007;Flamengo;Goiás;3;1
30/08/2007;2007;Paraná;Cruzeiro;2;2
30/08/2007;2007;Juventude;Goiás;2;0
30/08/2007;2007;Botafogo;Flamengo;1;1
30/08/2007;2007;Figueirense;América-RN;3;1
30/08/2007;2007;Palmeiras;São Paulo;0;1
30/08/2007;2007;Sport;Grêmio;2;0
30/08/2007;2007;Atlético Mineiro;Corinthians;5;2
30/08/2007;2007;Internacional;Fluminense;1;4
31/08/2007;2007;Santos;Athletico;3;1
31/08/2007;2007;Vasco;Náutico;4;1
01/09/2007;2007;São Paulo;Paraná;6;0
01/09/2007;2007;América-RN;Juventude;0;3
01/09/2007;2007;Flamengo;Sport;1;1
02/09/2007;2007;Corinthians;Santos;2;0
02/09/2007;2007;Athletico;Atlético Mineiro;1;0
02/09/2007;2007;Cruzeiro;Palmeiras;5;0
02/09/2007;2007;Grêmio;Botafogo;3;0
02/09/2007;2007;Goiás;Figueirense;2;1
02/09/2007;2007;Fluminense;Vasco;1;1
02/09/2007;2007;Náutico;Internacional;1;1
06/09/2007;2007;Corinthians;América-RN;1;0
06/09/2007;2007;Goiás;Athletico;2;3
06/09/2007;2007;Juventude;Cruzeiro;1;0
06/09/2007;2007;Flamengo;Figueirense;4;1
06/09/2007;2007;Atlético Mineiro;São Paulo;0;0
06/09/2007;2007;Santos;Internacional;2;1
06/09/2007;2007;Grêmio;Vasco;3;1
07/09/2007;2007;Paraná;Náutico;2;4
07/09/2007;2007;Botafogo;Palmeiras;1;1
07/09/2007;2007;Sport;Fluminense;0;2
08/09/2007;2007;Figueirense;Atlético Mineiro;2;1
08/09/2007;2007;Internacional;Flamengo;3;0
08/09/2007;2007;Vasco;São Paulo;0;2
08/09/2007;2007;Cruzeiro;Grêmio;2;0
08/09/2007;2007;Santos;Juventude;1;0
10/09/2007;2007;Palmeiras;Goiás;2;0
10/09/2007;2007;Paraná;Corinthians;1;0
10/09/2007;2007;América-RN;Sport;1;1
10/09/2007;2007;Fluminense;Athletico;2;0
10/09/2007;2007;Náutico;Botafogo;4;1
13/09/2007;2007;Flamengo;Cruzeiro;3;1
15/09/2007;2007;Goiás;Náutico;0;3
15/09/2007;2007;Fluminense;América-RN;2;0
15/09/2007;2007;São Paulo;Santos;2;1
16/09/2007;2007;Corinthians;Botafogo;0;1
16/09/2007;2007;Athletico;Palmeiras;2;1
16/09/2007;2007;Sport;Paraná;3;1
16/09/2007;2007;Atlético Mineiro;Cruzeiro;3;4
16/09/2007;2007;Figueirense;Juventude;4;1
16/09/2007;2007;Grêmio;Internacional;1;0
16/09/2007;2007;Flamengo;Vasco;1;1
22/09/2007;2007;Goiás;América-RN;1;1
22/09/2007;2007;São Paulo;Figueirense;2;0
22/09/2007;2007;Grêmio;Santos;1;0
23/09/2007;2007;Palmeiras;Corinthians;1;0
23/09/2007;2007;Náutico;Sport;2;0
23/09/2007;2007;Atlético Mineiro;Internacional;2;2
23/09/2007;2007;Juventude;Flamengo;2;2
23/09/2007;2007;Athletico;Paraná;2;1
23/09/2007;2007;Botafogo;Fluminense;0;2
23/09/2007;2007;Vasco;Cruzeiro;0;2
29/09/2007;2007;Corinthians;Sport;1;2
29/09/2007;2007;Náutico;Athletico;5;0
29/09/2007;2007;Flamengo;Atlético Mineiro;1;0
30/09/2007;2007;Botafogo;Goiás;0;3
30/09/2007;2007;Santos;Vasco;1;0
30/09/2007;2007;Juventude;Grêmio;1;2
30/09/2007;2007;Internacional;São Paulo;1;2
30/09/2007;2007;Paraná;Fluminense;3;1
30/09/2007;2007;América-RN;Palmeiras;0;0
30/09/2007;2007;Cruzeiro;Figueirense;1;2
04/10/2007;2007;Palmeiras;Náutico;2;1
04/10/2007;2007;Sport;Goiás;4;0
04/10/2007;2007;Grêmio;Atlético Mineiro;2;2
04/10/2007;2007;Vasco;Juventude;0;1
04/10/2007;2007;Athletico;Botafogo;2;0
04/10/2007;2007;Fluminense;Corinthians;1;1
04/10/2007;2007;Cruzeiro;Santos;0;1
05/10/2007;2007;Flamengo;São Paulo;1;0
05/10/2007;2007;América-RN;Paraná;3;2
05/10/2007;2007;Figueirense;Internacional;0;0
06/10/2007;2007;Palmeiras;Grêmio;2;0
06/10/2007;2007;Botafogo;Santos;1;2
06/10/2007;2007;Náutico;Juventude;4;1
07/10/2007;2007;Athletico;Vasco;1;0
07/10/2007;2007;Atlético Mineiro;Sport;3;1
07/10/2007;2007;São Paulo;Corinthians;0;1
07/10/2007;2007;Internacional;América-RN;2;0
07/10/2007;2007;Goiás;Cruzeiro;0;0
07/10/2007;2007;Figueirense;Paraná;4;0
07/10/2007;2007;Flamengo;Fluminense;0;2
13/10/2007;2007;Sport;Figueirense;0;0
13/10/2007;2007;Cruzeiro;Náutico;2;2
13/10/2007;2007;Juventude;Athletico;0;0
13/10/2007;2007;Corinthians;Internacional;1;1
13/10/2007;2007;Paraná;Flamengo;0;1
13/10/2007;2007;Fluminense;São Paulo;1;1
13/10/2007;2007;América-RN;Atlético Mineiro;0;1
13/10/2007;2007;Santos;Palmeiras;1;1
13/10/2007;2007;Grêmio;Goiás;2;1
14/10/2007;2007;Vasco;Botafogo;2;1
19/10/2007;2007;Vasco;Flamengo;1;2
20/10/2007;2007;Palmeiras;Paraná;3;0
20/10/2007;2007;Goiás;Fluminense;5;3
20/10/2007;2007;Botafogo;Sport;3;1
21/10/2007;2007;Náutico;Corinthians;1;0
21/10/2007;2007;Atlético Mineiro;Vasco;1;0
21/10/2007;2007;São Paulo;Cruzeiro;1;0
21/10/2007;2007;Athletico;América-RN;2;0
21/10/2007;2007;Figueirense;Santos;1;0
21/10/2007;2007;Internacional;Juventude;3;0
21/10/2007;2007;Flamengo;Grêmio;2;0
27/10/2007;2007;Fluminense;Atlético Mineiro;1;1
27/10/2007;2007;Cruzeiro;Athletico;1;1
27/10/2007;2007;Santos;Goiás;3;0
28/10/2007;2007;América-RN;Flamengo;0;1
28/10/2007;2007;Sport;São Paulo;1;2
28/10/2007;2007;Grêmio;Náutico;4;3
28/10/2007;2007;Corinthians;Figueirense;2;1
28/10/2007;2007;Paraná;Internacional;1;0
28/10/2007;2007;Juventude;Botafogo;1;1
28/10/2007;2007;Vasco;Palmeiras;2;2
31/10/2007;2007;Athletico;Grêmio;2;0
31/10/2007;2007;Figueirense;Fluminense;0;2
31/10/2007;2007;Atlético Mineiro;Paraná;0;0
01/11/2007;2007;Goiás;Vasco;2;3
01/11/2007;2007;Náutico;Santos;1;2
01/11/2007;2007;São Paulo;América-RN;3;0
01/11/2007;2007;Flamengo;Corinthians;2;1
01/11/2007;2007;Palmeiras;Juventude;0;1
01/11/2007;2007;Botafogo;Cruzeiro;4;1
01/11/2007;2007;Internacional;Sport;0;0
03/11/2007;2007;Paraná;Goiás;1;0
03/11/2007;2007;Fluminense;Náutico;2;1
03/11/2007;2007;Grêmio;Figueirense;1;2
04/11/2007;2007;Cruzeiro;Flamengo;3;1
04/11/2007;2007;Santos;Atlético Mineiro;2;2
04/11/2007;2007;Corinthians;Athletico;2;2
04/11/2007;2007;América-RN;Botafogo;1;1
04/11/2007;2007;Sport;Palmeiras;3;1
04/11/2007;2007;Vasco;Internacional;1;2
08/11/2007;2007;Juventude;São Paulo;2;0
10/11/2007;2007;Botafogo;Paraná;3;2
10/11/2007;2007;Náutico;América-RN;4;0
10/11/2007;2007;Internacional;Cruzeiro;1;0
11/11/2007;2007;Goiás;Corinthians;1;1
11/11/2007;2007;Figueirense;Vasco;3;3
11/11/2007;2007;Athletico;Sport;0;0
11/11/2007;2007;Atlético Mineiro;Juventude;4;1
11/11/2007;2007;São Paulo;Grêmio;1;0
11/11/2007;2007;Flamengo;Santos;1;0
15/11/2007;2007;Palmeiras;Fluminense;1;0
24/11/2007;2007;América-RN;Grêmio;0;3
24/11/2007;2007;Fluminense;Juventude;3;2
25/11/2007;2007;São Paulo;Botafogo;2;2
25/11/2007;2007;Internacional;Palmeiras;2;1
25/11/2007;2007;Paraná;Santos;2;3
25/11/2007;2007;Sport;Cruzeiro;1;0
25/11/2007;2007;Flamengo;Athletico;2;0
29/11/2007;2007;Corinthians;Vasco;0;1
29/11/2007;2007;Atlético Mineiro;Goiás;4;1
29/11/2007;2007;Figueirense;Náutico;2;0
02/12/2007;2007;Palmeiras;Atlético Mineiro;1;3
02/12/2007;2007;Athletico;São Paulo;2;1
02/12/2007;2007;Botafogo;Figueirense;1;1
02/12/2007;2007;Náutico;Flamengo;1;0
02/12/2007;2007;Cruzeiro;América-RN;2;0
02/12/2007;2007;Santos;Fluminense;2;4
02/12/2007;2007;Juventude;Sport;2;1
02/12/2007;2007;Vasco;Paraná;3;0
02/12/2007;2007;Goiás;Internacional;2;1
02/12/2007;2007;Grêmio;Corinthians;1;1
10/05/2008;2008;São Paulo;Grêmio;0;1
10/05/2008;2008;Náutico;Goiás;2;1
10/05/2008;2008;Vitória;Cruzeiro;0;2
11/05/2008;2008;Internacional;Vasco;1;0
11/05/2008;2008;Coritiba;Palmeiras;2;0
11/05/2008;2008;Ipatinga;Athletico;0;1
11/05/2008;2008;Botafogo;Sport;2;0
11/05/2008;2008;Atlético Mineiro;Fluminense;0;0
11/05/2008;2008;Flamengo;Santos;3;1
11/05/2008;2008;Portuguesa;Figueirense;5;5
17/05/2008;2008;Cruzeiro;Botafogo;1;0
17/05/2008;2008;Sport;Vitória;0;0
17/05/2008;2008;Vasco;Portuguesa;3;1
18/05/2008;2008;Grêmio;Flamengo;0;0
18/05/2008;2008;Athletico;São Paulo;1;1
18/05/2008;2008;Fluminense;Náutico;0;2
18/05/2008;2008;Goiás;Atlético Mineiro;1;1
18/05/2008;2008;Santos;Ipatinga;4;0
18/05/2008;2008;Palmeiras;Internacional;2;1
18/05/2008;2008;Figueirense;Coritiba;2;1
24/05/2008;2008;Grêmio;Náutico;2;0
24/05/2008;2008;Flamengo;Internacional;2;1
24/05/2008;2008;Vitória;Figueirense;4;0
25/05/2008;2008;Cruzeiro;Santos;4;0
25/05/2008;2008;São Paulo;Coritiba;1;1
25/05/2008;2008;Sport;Fluminense;2;1
25/05/2008;2008;Goiás;Ipatinga;1;1
25/05/2008;2008;Portuguesa;Palmeiras;1;1
25/05/2008;2008;Athletico;Atlético Mineiro;1;1
25/05/2008;2008;Botafogo;Vasco;1;1
31/05/2008;2008;Vasco;Grêmio;2;1
31/05/2008;2008;Internacional;Sport;1;1
31/05/2008;2008;Figueirense;Goiás;0;0
01/06/2008;2008;Náutico;Botafogo;3;0
01/06/2008;2008;Santos;São Paulo;0;0
01/06/2008;2008;Coritiba;Cruzeiro;1;1
01/06/2008;2008;Ipatinga;Vitória;2;0
01/06/2008;2008;Palmeiras;Athletico;1;0
01/06/2008;2008;Atlético Mineiro;Portuguesa;2;0
01/06/2008;2008;Fluminense;Flamengo;0;1
07/06/2008;2008;São Paulo;Atlético Mineiro;5;1
07/06/2008;2008;Flamengo;Figueirense;5;0
07/06/2008;2008;Ipatinga;Náutico;0;0
08/06/2008;2008;Athletico;Goiás;5;0
08/06/2008;2008;Grêmio;Fluminense;2;1
08/06/2008;2008;Sport;Palmeiras;2;0
08/06/2008;2008;Portuguesa;Internacional;3;1
08/06/2008;2008;Vitória;Santos;1;0
08/06/2008;2008;Cruzeiro;Vasco;1;0
08/06/2008;2008;Botafogo;Coritiba;2;1
13/06/2008;2008;Fluminense;Santos;1;1
13/06/2008;2008;Palmeiras;Cruzeiro;5;2
13/06/2008;2008;Atlético Mineiro;Ipatinga;4;2
14/06/2008;2008;Flamengo;São Paulo;2;4
14/06/2008;2008;Internacional;Botafogo;2;1
14/06/2008;2008;Figueirense;Sport;3;1
14/06/2008;2008;Portuguesa;Athletico;1;0
14/06/2008;2008;Náutico;Vasco;1;1
14/06/2008;2008;Goiás;Grêmio;0;3
14/06/2008;2008;Coritiba;Vitória;0;0
21/06/2008;2008;Botafogo;Portuguesa;0;1
21/06/2008;2008;São Paulo;Sport;1;0
21/06/2008;2008;Cruzeiro;Figueirense;3;0
21/06/2008;2008;Coritiba;Fluminense;2;1
22/06/2008;2008;Ipatinga;Flamengo;1;3
22/06/2008;2008;Vitória;Internacional;2;1
22/06/2008;2008;Vasco;Palmeiras;0;2
22/06/2008;2008;Grêmio;Athletico;3;0
22/06/2008;2008;Santos;Goiás;0;4
22/06/2008;2008;Náutico;Atlético Mineiro;2;1
28/06/2008;2008;Vasco;Ipatinga;4;2
28/06/2008;2008;Portuguesa;Santos;0;0
28/06/2008;2008;Vitória;Goiás;3;0
29/06/2008;2008;Figueirense;Atlético Mineiro;1;1
29/06/2008;2008;Sport;Flamengo;1;2
29/06/2008;2008;Cruzeiro;São Paulo;1;1
29/06/2008;2008;Athletico;Coritiba;1;1
29/06/2008;2008;Grêmio;Internacional;1;1
29/06/2008;2008;Palmeiras;Náutico;2;0
29/06/2008;2008;Fluminense;Botafogo;0;0
05/07/2008;2008;Athletico;Santos;1;0
05/07/2008;2008;Flamengo;Náutico;3;0
05/07/2008;2008;Sport;Cruzeiro;1;0
06/07/2008;2008;Figueirense;Vasco;2;1
06/07/2008;2008;Atlético Mineiro;Palmeiras;1;1
06/07/2008;2008;Portuguesa;Vitória;1;2
06/07/2008;2008;Internacional;Coritiba;3;0
06/07/2008;2008;São Paulo;Ipatinga;1;1
06/07/2008;2008;Goiás;Fluminense;1;0
06/07/2008;2008;Botafogo;Grêmio;2;0
10/07/2008;2008;Internacional;Goiás;1;0
10/07/2008;2008;Coritiba;Portuguesa;4;0
10/07/2008;2008;Fluminense;Athletico;3;0
10/07/2008;2008;Vitória;Botafogo;5;2
10/07/2008;2008;Santos;Grêmio;1;1
10/07/2008;2008;Náutico;São Paulo;2;1
10/07/2008;2008;Atlético Mineiro;Flamengo;1;1
11/07/2008;2008;Vasco;Sport;4;0
11/07/2008;2008;Palmeiras;Figueirense;1;1
11/07/2008;2008;Ipatinga;Cruzeiro;2;2
12/07/2008;2008;Fluminense;Vitória;2;1
12/07/2008;2008;Goiás;Coritiba;2;2
13/07/2008;2008;São Paulo;Palmeiras;2;1
13/07/2008;2008;Athletico;Internacional;1;1
13/07/2008;2008;Santos;Botafogo;2;2
13/07/2008;2008;Cruzeiro;Atlético Mineiro;2;1
13/07/2008;2008;Ipatinga;Figueirense;0;1
13/07/2008;2008;Grêmio;Portuguesa;2;1
13/07/2008;2008;Flamengo;Vasco;3;1
13/07/2008;2008;Náutico;Sport;0;2
17/07/2008;2008;Sport;Grêmio;2;2
17/07/2008;2008;Botafogo;Ipatinga;4;0
17/07/2008;2008;Portuguesa;Náutico;3;2
17/07/2008;2008;Figueirense;Santos;3;0
17/07/2008;2008;Palmeiras;Fluminense;3;1
17/07/2008;2008;Cruzeiro;Athletico;1;0
17/07/2008;2008;Vitória;São Paulo;1;3
18/07/2008;2008;Internacional;Atlético Mineiro;1;0
18/07/2008;2008;Coritiba;Flamengo;1;0
18/07/2008;2008;Vasco;Goiás;1;1
19/07/2008;2008;Ipatinga;Portuguesa;4;1
19/07/2008;2008;Fluminense;Figueirense;1;0
19/07/2008;2008;Grêmio;Cruzeiro;1;0
20/07/2008;2008;Goiás;Palmeiras;3;2
20/07/2008;2008;Santos;Sport;1;0
20/07/2008;2008;Athletico;Vasco;3;1
20/07/2008;2008;Náutico;Internacional;1;1
20/07/2008;2008;São Paulo;Botafogo;2;1
20/07/2008;2008;Flamengo;Vitória;0;1
20/07/2008;2008;Atlético Mineiro;Coritiba;3;2
24/07/2008;2008;Coritiba;Ipatinga;1;0
24/07/2008;2008;Cruzeiro;Goiás;0;1
24/07/2008;2008;Vitória;Náutico;2;0
24/07/2008;2008;Internacional;São Paulo;2;0
24/07/2008;2008;Botafogo;Atlético Mineiro;4;0
24/07/2008;2008;Portuguesa;Flamengo;2;2
24/07/2008;2008;Vasco;Fluminense;3;3
25/07/2008;2008;Palmeiras;Santos;4;2
25/07/2008;2008;Figueirense;Grêmio;1;7
25/07/2008;2008;Sport;Athletico;1;0
26/07/2008;2008;Fluminense;Cruzeiro;1;3
26/07/2008;2008;Ipatinga;Internacional;1;0
26/07/2008;2008;Náutico;Coritiba;1;2
27/07/2008;2008;Grêmio;Palmeiras;1;1
27/07/2008;2008;Santos;Vasco;5;2
27/07/2008;2008;Goiás;Sport;1;2
27/07/2008;2008;Athletico;Figueirense;0;0
27/07/2008;2008;São Paulo;Portuguesa;3;1
27/07/2008;2008;Atlético Mineiro;Vitória;2;1
27/07/2008;2008;Flamengo;Botafogo;0;0
31/07/2008;2008;Vitória;Athletico;2;1
31/07/2008;2008;Cruzeiro;Náutico;4;2
31/07/2008;2008;Portuguesa;Fluminense;3;1
31/07/2008;2008;Botafogo;Goiás;2;0
31/07/2008;2008;Internacional;Santos;0;1
31/07/2008;2008;Figueirense;São Paulo;1;1
31/07/2008;2008;Palmeiras;Flamengo;1;0
01/08/2008;2008;Coritiba;Grêmio;0;1
01/08/2008;2008;Vasco;Atlético Mineiro;6;1
01/08/2008;2008;Sport;Ipatinga;3;1
02/08/2008;2008;Fluminense;Internacional;1;2
02/08/2008;2008;Goiás;Portuguesa;4;0
02/08/2008;2008;Náutico;Figueirense;1;2
03/08/2008;2008;Flamengo;Cruzeiro;1;2
03/08/2008;2008;Ipatinga;Palmeiras;1;2
03/08/2008;2008;São Paulo;Vasco;4;0
03/08/2008;2008;Grêmio;Vitória;2;0
03/08/2008;2008;Athletico;Botafogo;0;3
03/08/2008;2008;Santos;Coritiba;1;3
03/08/2008;2008;Atlético Mineiro;Sport;2;1
07/08/2008;2008;Grêmio;Ipatinga;1;0
07/08/2008;2008;Vasco;Coritiba;0;2
07/08/2008;2008;Athletico;Náutico;2;0
07/08/2008;2008;Sport;Portuguesa;2;0
07/08/2008;2008;Santos;Atlético Mineiro;2;3
07/08/2008;2008;Goiás;Flamengo;2;1
07/08/2008;2008;Fluminense;São Paulo;3;1
08/08/2008;2008;Figueirense;Botafogo;1;2
08/08/2008;2008;Palmeiras;Vitória;3;0
08/08/2008;2008;Cruzeiro;Internacional;2;0
09/08/2008;2008;Flamengo;Athletico;1;0
09/08/2008;2008;Atlético Mineiro;Grêmio;0;4
09/08/2008;2008;São Paulo;Goiás;2;1
10/08/2008;2008;Coritiba;Sport;3;0
10/08/2008;2008;Botafogo;Palmeiras;1;0
10/08/2008;2008;Vitória;Vasco;5;0
10/08/2008;2008;Portuguesa;Cruzeiro;2;1
10/08/2008;2008;Ipatinga;Fluminense;2;1
10/08/2008;2008;Náutico;Santos;1;0
10/08/2008;2008;Internacional;Figueirense;1;1
16/08/2008;2008;Athletico;Ipatinga;5;0
16/08/2008;2008;Figueirense;Portuguesa;2;1
16/08/2008;2008;Cruzeiro;Vitória;2;1
17/08/2008;2008;Grêmio;São Paulo;1;0
17/08/2008;2008;Goiás;Náutico;3;0
17/08/2008;2008;Santos;Flamengo;2;2
17/08/2008;2008;Vasco;Internacional;4;0
17/08/2008;2008;Fluminense;Atlético Mineiro;1;0
17/08/2008;2008;Sport;Botafogo;0;1
17/08/2008;2008;Palmeiras;Coritiba;1;0
21/08/2008;2008;Vitória;Sport;0;0
21/08/2008;2008;Coritiba;Figueirense;3;0
21/08/2008;2008;Botafogo;Cruzeiro;1;0
21/08/2008;2008;São Paulo;Athletico;3;1
21/08/2008;2008;Internacional;Palmeiras;4;1
21/08/2008;2008;Náutico;Fluminense;1;3
21/08/2008;2008;Ipatinga;Santos;1;1
22/08/2008;2008;Portuguesa;Vasco;0;1
22/08/2008;2008;Flamengo;Grêmio;2;1
22/08/2008;2008;Atlético Mineiro;Goiás;1;1
23/08/2008;2008;Fluminense;Sport;1;1
23/08/2008;2008;Figueirense;Vitória;1;2
24/08/2008;2008;Internacional;Flamengo;1;1
24/08/2008;2008;Santos;Cruzeiro;2;0
24/08/2008;2008;Coritiba;São Paulo;2;2
24/08/2008;2008;Ipatinga;Goiás;1;0
24/08/2008;2008;Palmeiras;Portuguesa;4;2
24/08/2008;2008;Náutico;Grêmio;1;1
24/08/2008;2008;Vasco;Botafogo;1;1
24/08/2008;2008;Atlético Mineiro;Athletico;4;0
30/08/2008;2008;Botafogo;Náutico;1;1
30/08/2008;2008;Vitória;Ipatinga;0;0
30/08/2008;2008;Goiás;Figueirense;2;0
31/08/2008;2008;Grêmio;Vasco;2;1
31/08/2008;2008;Athletico;Palmeiras;1;2
31/08/2008;2008;Sport;Internacional;1;0
31/08/2008;2008;São Paulo;Santos;0;0
31/08/2008;2008;Portuguesa;Atlético Mineiro;1;1
31/08/2008;2008;Flamengo;Fluminense;2;2
31/08/2008;2008;Cruzeiro;Coritiba;1;1
04/09/2008;2008;Goiás;Athletico;4;0
04/09/2008;2008;Santos;Vitória;2;0
04/09/2008;2008;Figueirense;Flamengo;2;3
04/09/2008;2008;Atlético Mineiro;São Paulo;1;1
05/09/2008;2008;Vasco;Cruzeiro;1;3
05/09/2008;2008;Palmeiras;Sport;0;3
06/09/2008;2008;Fluminense;Grêmio;0;0
06/09/2008;2008;Internacional;Portuguesa;1;0
06/09/2008;2008;Coritiba;Botafogo;0;1
06/09/2008;2008;Náutico;Ipatinga;2;0
13/09/2008;2008;Grêmio;Goiás;1;2
13/09/2008;2008;Athletico;Portuguesa;2;0
13/09/2008;2008;Ipatinga;Atlético Mineiro;3;2
14/09/2008;2008;Sport;Figueirense;5;0
14/09/2008;2008;Vasco;Náutico;1;3
14/09/2008;2008;Cruzeiro;Palmeiras;0;1
14/09/2008;2008;São Paulo;Flamengo;2;0
14/09/2008;2008;Botafogo;Internacional;1;2
14/09/2008;2008;Vitória;Coritiba;1;0
14/09/2008;2008;Santos;Fluminense;2;1
20/09/2008;2008;Fluminense;Coritiba;2;3
20/09/2008;2008;Goiás;Santos;4;1
20/09/2008;2008;Atlético Mineiro;Náutico;2;1
21/09/2008;2008;Portuguesa;Botafogo;3;1
21/09/2008;2008;Athletico;Grêmio;0;0
21/09/2008;2008;Sport;São Paulo;0;0
21/09/2008;2008;Figueirense;Cruzeiro;3;4
21/09/2008;2008;Internacional;Vitória;1;0
21/09/2008;2008;Flamengo;Ipatinga;1;0
21/09/2008;2008;Palmeiras;Vasco;2;0
27/09/2008;2008;Goiás;Vitória;3;0
27/09/2008;2008;Flamengo;Sport;2;1
27/09/2008;2008;Atlético Mineiro;Figueirense;0;0
28/09/2008;2008;Coritiba;Athletico;1;1
28/09/2008;2008;Náutico;Palmeiras;0;0
28/09/2008;2008;Ipatinga;Vasco;3;1
28/09/2008;2008;São Paulo;Cruzeiro;2;0
28/09/2008;2008;Botafogo;Fluminense;1;1
28/09/2008;2008;Internacional;Grêmio;4;1
28/09/2008;2008;Santos;Portuguesa;1;1
02/10/2008;2008;Fluminense;Goiás;1;1
03/10/2008;2008;Vitória;Portuguesa;3;1
03/10/2008;2008;Cruzeiro;Sport;1;0
04/10/2008;2008;Grêmio;Botafogo;2;1
04/10/2008;2008;Ipatinga;São Paulo;1;3
04/10/2008;2008;Palmeiras;Atlético Mineiro;3;1
04/10/2008;2008;Santos;Athletico;4;0
04/10/2008;2008;Coritiba;Internacional;4;2
04/10/2008;2008;Náutico;Flamengo;0;2
04/10/2008;2008;Vasco;Figueirense;2;4
09/10/2008;2008;Grêmio;Santos;2;0
09/10/2008;2008;Sport;Vasco;2;2
09/10/2008;2008;Figueirense;Palmeiras;0;0
10/10/2008;2008;Botafogo;Vitória;3;1
10/10/2008;2008;Cruzeiro;Ipatinga;1;0
10/10/2008;2008;São Paulo;Náutico;1;0
11/10/2008;2008;Goiás;Internacional;1;1
11/10/2008;2008;Portuguesa;Coritiba;0;0
11/10/2008;2008;Athletico;Fluminense;1;3
11/10/2008;2008;Flamengo;Atlético Mineiro;0;3
18/10/2008;2008;Botafogo;Santos;0;1
18/10/2008;2008;Internacional;Athletico;2;1
18/10/2008;2008;Figueirense;Ipatinga;1;1
19/10/2008;2008;Vitória;Fluminense;2;2
19/10/2008;2008;Coritiba;Goiás;1;1
19/10/2008;2008;Atlético Mineiro;Cruzeiro;0;2
19/10/2008;2008;Palmeiras;São Paulo;2;2
19/10/2008;2008;Portuguesa;Grêmio;2;0
19/10/2008;2008;Sport;Náutico;2;2
19/10/2008;2008;Vasco;Flamengo;0;1
23/10/2008;2008;Goiás;Vasco;2;4
24/10/2008;2008;Grêmio;Sport;1;0
24/10/2008;2008;Flamengo;Coritiba;5;0
24/10/2008;2008;São Paulo;Vitória;2;1
25/10/2008;2008;Fluminense;Palmeiras;3;0
25/10/2008;2008;Ipatinga;Botafogo;0;3
25/10/2008;2008;Santos;Figueirense;3;0
25/10/2008;2008;Athletico;Cruzeiro;1;0
25/10/2008;2008;Náutico;Portuguesa;1;1
25/10/2008;2008;Atlético Mineiro;Internacional;2;2
29/10/2008;2008;Portuguesa;Ipatinga;2;0
29/10/2008;2008;Coritiba;Atlético Mineiro;2;1
29/10/2008;2008;Internacional;Náutico;1;1
29/10/2008;2008;Palmeiras;Goiás;1;0
30/10/2008;2008;Botafogo;São Paulo;1;2
30/10/2008;2008;Vitória;Flamengo;0;0
30/10/2008;2008;Cruzeiro;Grêmio;3;0
30/10/2008;2008;Sport;Santos;1;1
30/10/2008;2008;Vasco;Athletico;2;2
01/11/2008;2008;Náutico;Vitória;1;0
01/11/2008;2008;Flamengo;Portuguesa;2;2
01/11/2008;2008;Ipatinga;Coritiba;2;0
02/11/2008;2008;Goiás;Cruzeiro;3;0
02/11/2008;2008;Santos;Palmeiras;1;2
